ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001003078-25-000153	3324514	Restricted Stock Units (RSU)			F1	05-NOV-2025				4	M	0				196.0				0.0		D			F4		F4	Class A Common Stock, $0.001 par value		196.0				0.0				D			
0001003078-25-000153	3324515	Dividend Equivalent Units			F2	05-NOV-2025				4	M	0				31.59				0.0		D			F2		F2	Class A Common Stock, $0.001 par value		31.59				210.0				D			
0001628280-25-050481	3324458	Option to purchase Common Stock		6.8		05-NOV-2025				4	A	0				25460.0				6.8		A			F1	05-NOV-2035		Common Stock		25460.0				25460.0				D			
0001225208-25-009002	3324526	Phantom Stock			F1	07-NOV-2025		07-NOV-2025		4	P	0				138.0				36.17		A			F2		F2	Common Stock		138.0				54534.0				D			
0001493152-25-021200	3324212	8% Unsecured Convertible Promissory Note		2.86		06-NOV-2025				4	A	0						35000.0		0.0		A		06-NOV-2025		06-NOV-2026		Series D-1 Convertible Preferred Stock	F1, F2	12230.0						1215000.0		D			
0001628280-25-050468	3324192	Employee stock option (right to buy)		50.82		05-NOV-2025				4	M	0				80742.0				0.0		D			F3	19-FEB-2028		Common Stock		80742.0				0.0				D			
0001628280-25-050468	3324191	Employee stock option (right to buy)		50.82		05-NOV-2025				4	M	0				58.0				0.0		D			F3	19-FEB-2028		Common Stock		58.0				80742.0				D			
0001628280-25-050467	3324188	Option to purchase Common Stock		6.8		05-NOV-2025				4	A	0				21216.0				6.8		A			F1	05-NOV-2035		Common Stock		21216.0				21216.0				D			
0001193125-25-271118	3324334	Stock option (right to buy)		24.74		06-NOV-2025				4	A	false				100000.0				0.0		A			F1	05-NOV-2035		Common Stock		100000.0				100000.0				D			
0002066642-25-000008	3324392	Restricted Stock Unit			F1	05-NOV-2025				4	M	0				1558.0				0.0		D			F2	05-NOV-2027		Common Stock		1558.0				3116.0				D			
0001341767-25-000011	3324156	Restricted Stock Unit			F1	05-NOV-2025				4	M	0				1335.0				0.0		D			F2	05-NOV-2027		Common Stock		1335.0				2672.0				D			
0001888543-25-000010	3324390	Restricted Stock Unit			F1	05-NOV-2025				4	M	0				1558.0				0.0		D			F2	05-NOV-2027		Common Stock		1558.0				3116.0				D			
0001597265-25-000016	3324120	Restricted Stock Unit			F1	05-NOV-2025				4	M	0				1335.0				0.0		D			F2	05-NOV-2027		Common Stock		1335.0				2672.0				D			
0001812730-25-000009	3324251	Restricted Stock Unit			F1	05-NOV-2025				4	M	0				1335.0				0.0		D			F2	05-NOV-2027		Common Stock		1335.0				2672.0				D			
0002054266-25-000009	3324187	Restricted Stock Unit			F1	05-NOV-2025				4	M	0				742.0				0.0		D			F2	05-NOV-2027		Common Stock		742.0				1484.0				D			
0001493152-25-021160	3324138	Strategic Advisory Warrant	F1	0.01		23-OCT-2025				4	A	0				520833.0				0.01		A		23-APR-2026		23-APR-2036		Class A Common Stock		520833.0				520833.0				I		See footnote	F2
0001493152-25-021154	3324132	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			1000.0					F1	A			F2		F2	Common Stock		1000.0				1000.0				D			
0001493152-25-021154	3324135	Stock Options (Right to buy)		5.89		04-NOV-2025				4	D	0	F1			3750.0					F1	D			F2		F2	Common Stock		3750.0				0.0				D			
0001493152-25-021154	3324136	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			3750.0					F1	A			F2		F2	Common Stock		3750.0				3750.0				D			
0001493152-25-021154	3324121	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			2250.0					F1	D			F2		F2	Common Stock		2250.0				0.0				D			
0001493152-25-021154	3324122	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			2250.0					F1	A			F2		F2	Common Stock		2250.0				2250.0				D			
0001493152-25-021154	3324123	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			2000.0					F1	D			F2		F2	Common Stock		2000.0				0.0				D			
0001493152-25-021154	3324124	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			2000.0					F1	A			F2		F2	Common Stock		2000.0				2000.0				D			
0001493152-25-021154	3324125	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			1500.0					F1	D			F2		F2	Common Stock		1500.0				0.0				D			
0001493152-25-021154	3324126	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			1500.0					F1	A			F2		F2	Common Stock		1500.0				1500.0				D			
0001493152-25-021154	3324127	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			1250.0					F1	D			F2		F2	Common Stock		1250.0				0.0				D			
0001493152-25-021154	3324128	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			1250.0					F1	A			F2		F2	Common Stock		1250.0				1250.0				D			
0001493152-25-021154	3324129	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			1250.0					F1	D			F2		F2	Common Stock		1250.0				0.0				D			
0001493152-25-021154	3324130	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			1250.0					F1	A			F2		F2	Common Stock		1250.0				1250.0				D			
0001493152-25-021154	3324131	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			1000.0					F1	D			F2		F2	Common Stock		1000.0				0.0				D			
0001493152-25-021154	3324133	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			1250.0					F1	D			F2		F2	Common Stock		1250.0				0.0				D			
0001493152-25-021154	3324134	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			1250.0					F1	A			F2		F2	Common Stock		1250.0				1250.0				D			
0001493152-25-021151	3324356	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			3750.0					F1	A			F2		F2	Common Stock		3750.0				3750.0				D			
0001493152-25-021151	3324357	Stock Options (Right to buy)		5.89		04-NOV-2025				4	D	0	F1			17500.0					F1	D			F2		F2	Common Stock		17500.0				0.0				D			
0001493152-25-021151	3324358	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			17500.0					F1	A			F2		F2	Common Stock		17500.0				47500.0				D			
0001493152-25-021151	3324349	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			15000.0					F1	D			F2		F2	Common Stock		15000.0				0.0				D			
0001493152-25-021151	3324350	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			15000.0					F1	A			F2		F2	Common Stock		15000.0				15000.0				D			
0001493152-25-021151	3324351	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			6000.0					F1	D			F2		F2	Common Stock		6000.0				0.0				D			
0001493152-25-021151	3324352	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			6000.0					F1	A			F2		F2	Common Stock		6000.0				6000.0				D			
0001493152-25-021151	3324353	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			1000.0					F1	D			F2		F2	Common Stock		1000.0				0.0				D			
0001493152-25-021151	3324354	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			1000.0					F1	A			F2		F2	Common Stock		1000.0				1000.0				D			
0001493152-25-021151	3324355	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			3750.0					F1	D			F2		F2	Common Stock		3750.0				0.0				D			
0001493152-25-021148	3324224	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			187.0					F1	A			F2		F2	Common Stock		187.0				187.0				D			
0001493152-25-021148	3324221	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			187.0					F1	D			F2		F2	Common Stock		187.0				0.0				D			
0001493152-25-021148	3324222	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			187.0					F1	A			F2		F2	Common Stock		187.0				187.0				D			
0001493152-25-021148	3324223	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			187.0					F1	D			F2		F2	Common Stock		187.0				0.0				D			
0001493152-25-021146	3324241	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			47500.0					F1	A			F2		F2	Common Stock		47500.0				47500.0				D			
0001493152-25-021146	3324240	Stock Options (Right to buy)		5.89		04-NOV-2025				4	D	0	F1			47500.0					F1	D			F2		F2	Common Stock		47500.0				0.0				D			
0001493152-25-021146	3324239	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			20000.0					F1	A			F2		F2	Common Stock		20000.0				20000.0				D			
0001493152-25-021146	3324238	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			20000.0					F1	D			F2		F2	Common Stock		20000.0				0.0				D			
0001493152-25-021146	3324237	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			12500.0					F1	A			F2		F2	Common Stock		12500.0				12500.0				D			
0001493152-25-021146	3324236	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			12500.0					F1	D			F2		F2	Common Stock		12500.0				0.0				D			
0001493152-25-021146	3324235	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			3500.0					F1	A			F2		F2	Common Stock		3500.0				3500.0				D			
0001493152-25-021146	3324234	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			3500.0					F1	D			F2		F2	Common Stock		3500.0				0.0				D			
0001493152-25-021146	3324233	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			10000.0					F1	A			F2		F2	Common Stock		10000.0				10000.0				D			
0001493152-25-021146	3324232	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			10000.0					F1	D			F2		F2	Common Stock		10000.0				0.0				D			
0001493152-25-021146	3324231	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			14000.0					F1	A			F2		F2	Common Stock		14000.0				14000.0				D			
0001493152-25-021146	3324230	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			14000.0					F1	D			F2		F2	Common Stock		14000.0				0.0				D			
0001493152-25-021146	3324229	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			40000.0					F1	A			F2		F2	Common Stock		40000.0				40000.0				D			
0001493152-25-021146	3324228	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			40000.0					F1	D			F2		F2	Common Stock		40000.0				0.0				D			
0001493152-25-021146	3324227	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			47500.0					F1	A			F2		F2	Common Stock		47500.0				47500.0				D			
0001493152-25-021146	3324226	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			47500.0					F1	D			F2		F2	Common Stock		47500.0				0.0				D			
0001493152-25-021143	3324267	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			2250.0					F1	D			F2		F2	Common Stock		2250.0				0.0				D			
0001493152-25-021143	3324258	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			400.0					F1	A			F2		F2	Common Stock		400.0				400.0				D			
0001493152-25-021143	3324259	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			1250.0					F1	D			F2		F2	Common Stock		1250.0				0.0				D			
0001493152-25-021143	3324260	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			1250.0					F1	A			F2		F2	Common Stock		1250.0				1250.0				D			
0001493152-25-021143	3324261	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			1250.0					F1	D			F2		F2	Common Stock		1250.0				0.0				D			
0001493152-25-021143	3324255	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			1250.0					F1	D			F2		F2	Common Stock		1250.0				0.0				D			
0001493152-25-021143	3324256	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			1250.0					F1	A			F2		F2	Common Stock		1250.0				1250.0				D			
0001493152-25-021143	3324257	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			400.0					F1	D			F2		F2	Common Stock		400.0				0.0				D			
0001493152-25-021143	3324270	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			3750.0					F1	A			F2		F2	Common Stock		3750.0				3750.0				D			
0001493152-25-021143	3324269	Stock Options (Right to buy)		5.89		04-NOV-2025				4	D	0	F1			3750.0					F1	D			F2		F2	Common Stock		3750.0				0.0				D			
0001493152-25-021143	3324268	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			2250.0					F1	A			F2		F2	Common Stock		2250.0				2250.0				D			
0001493152-25-021143	3324266	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			2000.0					F1	A			F2		F2	Common Stock		2000.0				2000.0				D			
0001493152-25-021143	3324265	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			2000.0					F1	D			F2		F2	Common Stock		2000.0				0.0				D			
0001493152-25-021143	3324264	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			1500.0					F1	A			F2		F2	Common Stock		1500.0				1500.0				D			
0001493152-25-021143	3324263	Stock Options (Right to buy)		10.8		04-NOV-2025				4	D	0	F1			1500.0					F1	D			F2		F2	Common Stock		1500.0				0.0				D			
0001493152-25-021143	3324262	Stock Options (Right to buy)		1.95		04-NOV-2025				4	A	0	F1			1250.0					F1	A			F2		F2	Common Stock		1250.0				1250.0				D			
0001437749-25-033692	3324278	Stock Appreciation Rights (SARs)		68.34		05-NOV-2025				4	M	0				21271.0				0.0		D		12-MAY-2022		12-MAY-2026		Common Stock		21271.0				0.0				D			
0001437749-25-033692	3324279	Stock Appreciation Rights (SARs)		71.15		05-NOV-2025				4	M	0				3300.0				0.0		D		01-MAR-2024		01-MAR-2028		Common Stock		3300.0				1101.0				D			
0001140361-25-040861	3324300	Class B Common Stock			F1	04-NOV-2025				4	C	0				2519402.0					F2	D			F1		F1	Class A Common Stock		2519402.0				0.0				D			
0001140361-25-040860	3324359	Class B Common Stock			F1	04-NOV-2025				4	C	0				2845283.0					F2	D			F1		F1	Class A Common Stock		2845283.0				0.0				D			
0001140361-25-040859	3324253	Class B Common Stock			F1	04-NOV-2025				4	C	0				5670000.0					F2	D			F1		F1	Class A Common Stock		5670000.0				0.0				D			
0001140361-25-040856	3324145	Stock Option		1.35		05-NOV-2025				4	A	0				456011.0	F1			0.0		A			F2	05-JUL-2030		Common Shares		456011.0				456011.0				D			
0001140361-25-040856	3324146	Stock Option		1.35		05-NOV-2025				4	A	0				97716.0	F1			0.0		A			F2	07-JUN-2030		Common Shares		97716.0				97716.0				D			
0001140361-25-040856	3324147	Stock Option		1.35		05-NOV-2025				4	A	0				62394.0	F1			0.0		A			F2	20-OCT-2032		Common Shares		62394.0				62394.0				D			
0001140361-25-040856	3324148	Stock Option		4.48		05-NOV-2025				4	A	0				103000.0				0.0		A			F3	05-NOV-2035		Common Shares		103000.0				103000.0				D			
0001140361-25-040854	3324329	Stock Option		4.48		05-NOV-2025				4	A	0				40400.0				0.0		A			F3	05-NOV-2035		Common Shares		40400.0				40400.0				D			
0001140361-25-040854	3324328	Stock Option		4.48		05-NOV-2025				4	A	0				103000.0				0.0		A			F2	05-NOV-2035		Common Shares		103000.0				103000.0				D			
0001140361-25-040852	3324164	Stock Option		5.28		04-NOV-2025				4	A	0				56818.0				0.0		A			F1	04-NOV-2035		Common Shares		56818.0				56818.0				D			
0001437749-25-033684	3324271	Restricted Stock Units			F1	04-NOV-2025				4	M	0				8750.0				0.0		D			F3		F3	Common Stock		8750.0				95508.0				D			
0001437749-25-033683	3324324	Restricted Stock Units			F1	04-NOV-2025				4	M	0				28750.0				0.0		D			F3		F3	Common Stock		28750.0				2380731.0				D			
0001437749-25-033682	3324381	Restricted Stock Units			F1	04-NOV-2025				4	M	0				20625.0				0.0		D			F3		F3	Common Stock		20625.0				1017695.0				D			
0001493152-25-021134	3324318	Restricted Stock Units			F1	06-OCT-2025				4	A	0				182000.0	F2			0.0		A			F3		F3	Common Stock		182000.0				182000.0				D			
0001493152-25-021133	3324330	Restricted Stock Units			F1	06-OCT-2025				4	A	0				60600.0	F2			0.0		A			F3		F3	Common Stock		60600.0				60600.0				D			
0001493152-25-021132	3324182	Restricted Stock Units			F1	06-OCT-2025				4	A	0				60600.0	F2			0.0		A			F3		F3	Common Stock		60600.0				60600.0				D			
0001816206-25-000007	3324301	Stock Option (right to buy)		14.92		04-NOV-2025				4	A	0				31897.0				0.0		A			F3	04-NOV-2034		Common Stock		31897.0				31897.0				D			
0001393571-25-000005	3324150	Employee Stock Option (right to buy)		8.82		05-NOV-2025				4	M	0				4000.0				8.82		D			F7	08-AUG-2027		Class B Common Stock		4000.0				79333.0				D			
0001393571-25-000005	3324151	Class B Common Stock		8.82		05-NOV-2025				4	M	0				4000.0				8.82		A			F1	08-AUG-2027		Class B Common Stock		4000.0				4000.0				D			
0001393571-25-000005	3324152	Class B Common Stock		0.0		05-NOV-2025				4	C	0				2000.0					F1	D			F1		F1	Class B Common Stock		2000.0				2000.0				D			
0002020220-25-000012	3324277	Class B Common Stock			F4	05-NOV-2025				4	C	0				2000.0				0.0		D			F4		F4	Class A Common Stock		2000.0				0.0				D			
0002020220-25-000012	3324276	Class B Common Stock			F4	05-NOV-2025				4	M	0				2000.0				0.0		A			F4		F4	Class A Common Stock		2000.0				2000.0				D			
0002020220-25-000012	3324275	Stock Option (Right to Buy)		7.99		05-NOV-2025				4	M	0				2000.0				0.0		D			F3	17-SEP-2028		Class B Common Stock		2000.0				54450.0				D			
0001493152-25-021124	3324376	Series Q Nonvoting Convertible Preferred Stock			F1	15-SEP-2025				4	J	0	F2			34223.0				3.2		A			F1		F3	Common Stock		34223.0				34223.0				D			
0001713445-25-000229	3324365	Stock Option (Right to Buy)		25.29		04-NOV-2025				4	M	0				18000.0				0.0		D			F11	25-DEC-2033		Class A Common Stock		18000.0				1405255.0				I		By The XYZ Revocable Trust	
0001638826-25-000027	3324332	Class B Common Stock			F9	05-NOV-2025				4	C	0	F1			14263.0				0.0		D			F9		F9	Class A Common Stock		14263.0				4604754.0				I		By the AMKE Trust dated February 1, 2019	
0001638826-25-000027	3324333	Class B Common Stock			F9	06-NOV-2025				4	C	0	F1			46542.0				0.0		D			F9		F9	Class A Common Stock		46542.0				4558212.0				I		By the AMKE Trust dated February 1, 2019	
0001493152-25-021122	3324282	Warrants to purchase common stock		3.0		04-NOV-2025				4	J	0	F1			16700.0				0.0		A		05-NOV-2025		04-NOV-2028		Common Stock		16700.0				16700.0				I		By KC Global Media Asia LLC	F2, F3
0002009849-25-000003	3324159	Stock Option (right to buy)		1.92		06-NOV-2025				4	M	0				20000.0				0.0		D		01-DEC-2024		29-JAN-2034		Common Stock		20000.0				0.0				D			
0002009849-25-000003	3324158	Stock Option (right to buy)		2.27		06-NOV-2025				4	M	0				20000.0				0.0		D		02-DEC-2023		02-DEC-2032		Common Stock		20000.0				0.0				D			
0001683168-25-008045	3324161	Restricted Stock Units			F2	05-NOV-2025				4	M	0				13751.0				0.0		D			F3		F3	Common Stock		13751.0				0.0				D			
0001683168-25-008045	3324162	Restricted Stock Units			F2	04-NOV-2025				4	A	0				17081.0				0.0		A			F4		F4	Common Stock		17081.0				17081.0				D			
0001683168-25-008044	3324313	Restricted Stock Units			F2	05-NOV-2025				4	M	0				10387.0				0.0		D			F3		F3	Common Stock		10387.0				0.0				D			
0001683168-25-008044	3324314	Restricted Stock Units			F2	04-NOV-2025				4	A	0				17081.0				0.0		A			F4		F4	Common Stock		17081.0				17081.0				D			
0000740260-25-000279	3324272	Stock Option (Right to Buy)		63.24		04-NOV-2025				4	M	0				11452.0	F1			0.0		D		02-NOV-2016	F5	02-NOV-2026		Common Stock		11452.0				102096.0	F6			D			
0000740260-25-000279	3324274	Stock Option (Right to Buy)		63.24		06-NOV-2025				4	M	0				264.0	F1			0.0		D		02-NOV-2016	F5	02-NOV-2026		Common Stock		264.0				82582.0	F6			D			
0000740260-25-000279	3324273	Stock Option (Right to Buy)		63.24		05-NOV-2025				4	M	0				19250.0	F1			0.0		D		02-NOV-2016	F5	02-NOV-2026		Common Stock		19250.0				82846.0	F6			D			
0000938333-25-000002	3324205	Class B Common Stock		0.0		04-NOV-2025				4	C	0	F3			118124.0				0.0		D			F9, F8		F9, F8	Class A Common Stock		118124.0				2382136.0				I		By Pension Trust	F10
0000938333-25-000002	3324204	Class B Common Stock		0.0		04-NOV-2025				4	C	0	F2			5000.0				0.0		D			F9, F8		F9, F8	Class A Common Stock		5000.0				79442.0				I		By Family Trust	
0000938333-25-000002	3324203	Class B Common Stock		0.0		04-NOV-2025				4	C	0	F1			40210.0				0.0		D			F9, F8		F9, F8	Class A Common Stock		40210.0				3471416.0				D			
0000947871-25-000968	3324180	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			743.0				0.0		A			F2		F2	Class A Common Stock	F2	743.0				2000840.0				I			
0000947871-25-000968	3324179	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			1487.0				0.0		A			F2		F2	Class A Common Stock	F2	1487.0				4004136.0				I		By Family Trust	F3, F4
0000947871-25-000968	3324178	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			4749.0				0.0		A			F2		F2	Class A Common Stock	F2	4749.0				11483789.0				D		By Personal Investment Vehicle	F3, F4
0000947871-25-000967	3324225	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			1950.0				0.0		A			F2		F2	Class A Common Stock	F2	1950.0				4092818.0				I		By Family Trusts	F3, F4
0001003078-25-000150	3324198	Restricted Stock Units (RSU)			F1	04-NOV-2025				4	M	0				232.0				0.0		D			F5		F5	Class A Common Stock, $0.001 par value		232.0				699.0				D			
0001003078-25-000150	3324197	Dividend Equivalent Units			F2	04-NOV-2025				4	M	0				27.06				0.0		D			F2		F2	Class A Common Stock, $0.001 par value		27.06				132.0				D			
0001003078-25-000150	3324196	Restricted Stock Units (RSU)			F1	04-NOV-2025				4	M	0				227.0				0.0		D			F4		F4	Class A Common Stock, $0.001 par value		227.0				227.0				D			
0001003078-25-000150	3324199	Dividend Equivalent Units			F2	04-NOV-2025				4	M	0				9.72				0.0		D			F2		F2	Class A Common Stock, $0.001 par value		9.72				123.0				D			
0000947871-25-000966	3324339	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			644.0				0.0		A			F2		F2	Class A Common Stock	F2	644.0				1598671.0				D			
0002036327-25-000006	3324189	Solaris Energy Infrastructure, LLC Units	F2		F2	06-NOV-2025				4	C	0	F2			2114783.0				0.0		D			F2		F2	Class A Common Stock		2114783.0				2000000.0				D	F4		
0000947871-25-000965	3324170	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			2621.0				0.0		A			F2		F2	Class A Common Stock	F2	2621.0				6545104.0				D			
0000947871-25-000964	3324383	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			407.0				0.0		A			F2		F2	Class A Common Stock	F2	407.0				472928.0				I		By Personal Investment Vehicle	F3, F4
0000947871-25-000964	3324382	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			4096.0				0.0		A			F2		F2	Class A Common Stock	F2	4096.0				10320284.0				I		By Personal Investment Vehicle	F3, F4
0001104659-25-107913	3324167	Class B Common Stock		0.0		04-NOV-2025				4	C	0				25000.0				0.0		D			F1		F1	Class A Common Stock		25000.0				20061034.0				I		See	F2
0000947871-25-000963	3324337	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			1091.0				0.0		A			F2		F2	Class A Common Stock	F2	1091.0				1408929.0				D			
0001193125-25-270217	3324298	Stock Option		1291.97		04-NOV-2025				4	A	false				518.0				0.0		A			F1	04-NOV-2035		Common Stock		518.0				518.0				D			
0001193125-25-270209	3324214	Stock Option		1291.97		04-NOV-2025				4	A	false				518.0				0.0		A			F1	04-NOV-2035		Common Stock		518.0				518.0				D			
0001193125-25-270200	3324323	Stock Option		1291.97		04-NOV-2025				4	A	false				518.0				0.0		A			F1	04-NOV-2035		Common Stock		518.0				518.0				D			
0000947871-25-000962	3324206	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			2581.0				0.0		A			F2		F2	Class A Common Stock	F2	2581.0				6273957.0				I		By Personal Investment Vehicles	F3, F4
0001493152-25-021116	3324367	Stock Option		0.73		06-OCT-2025				4	A	0				1000000.0				0.0		A			F1	05-OCT-2035		Common Stock		1000000.0				0.0				D			
0001493152-25-021116	3324368	Stock Option		0.73		06-OCT-2025				4	A	0				1000000.0				0.0		A			F2	05-OCT-2035		Common Stock		1000000.0				0.0				D			
0001193125-25-270193	3324220	Stock Option		1291.97		04-NOV-2025				4	A	false				518.0				0.0		A			F1	04-NOV-2035		Common Stock		518.0				518.0				D			
0001193125-25-270187	3324377	Stock Option		1291.97		04-NOV-2025				4	A	false				518.0				0.0		A			F1	04-NOV-2035		Common Stock		518.0				518.0				D			
0000947871-25-000961	3324213	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			1584.0				0.0		A			F2		F2	Class A Common Stock	F2	1584.0				3409782.0				I		By Personal Investment Vehicles	F3, F4
0001193125-25-270178	3324252	Stock Option		1291.97		04-NOV-2025				4	A	false				518.0				0.0		A			F1	04-NOV-2035		Common Stock		518.0				518.0				D			
0001493152-25-021114	3324361	Warrants to purchase Common Stock		7.59		03-NOV-2025		03-NOV-2025		4	D	0	F1			164778.0					F1	D			F1		F1	Common Stock		164778.0				0.0				D			
0001493152-25-021114	3324362	Warrants to purchase Common Stock		1.95		03-NOV-2025		03-NOV-2025		4	A	0	F1			164778.0					F1	A			F1		F1	Common Stock		164778.0				164778.0				D			
0001526378-25-000021	3324249	Symbotic Holdings Units	F1, F2, F3		F1, F2	04-NOV-2025				4	J	0	F1, F2, F3			4000.0					F1, F2	D			F1, F2		F1, F2	Class A Common Stock		4000.0				597079.0				I		By Inlet View, Inc.	F4
0001193125-25-270165	3324297	Stock Option		1291.97		04-NOV-2025				4	A	false				518.0				0.0		A			F1	04-NOV-2035		Common Stock		518.0				518.0				D			
0000947871-25-000960	3324348	TPG Partner Holdings, L.P. Units			F2	04-NOV-2025				4	A	0	F1			161.0				0.0		A			F2		F2	Class A Common Stock	F2	161.0				409884.0				I		By Personal Investment Vehicles	F3, F4
0001193125-25-270159	3324315	Stock Options (Right to Buy)		122.09		05-NOV-2025				4	M	false				4039.0				0.0		D			F5	17-FEB-2032		Common Stock		4039.0				0.0				D			
