ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000310142-25-000012	2002217	Deferred Stock			F2				F3		F3	Common Stock		878.31				878.31				D			
0001104659-25-118499	2002216	Class B Common Stock			F6, F5				F6, F5		F6, F5	Class A Common Stock		1656770.0				1656770.0				I		By David A. Gilboa 2012 Family Trust	
0001104659-25-118498	2002199	Class B Common Stock			F6, F5				F6, F5		F6, F5	Class A Common Stock		800000.0				800000.0				I		By Cobalt Pisces Trust	
0001104659-25-118498	2002200	Class B Common Stock			F6, F5				F6, F5		F6, F5	Class A Common Stock		1000000.0				1000000.0				I		By Sky Scorpio 2 Trust	
0001104659-25-118498	2002198	Class B Common Stock			F6, F5				F6, F5		F6, F5	Class A Common Stock		385221.0				385221.0				I		By Teal Aquarius Trust	
0001104659-25-118498	2002197	Class B Common Stock			F6, F5				F6, F5		F6, F5	Class A Common Stock		1548334.0				1548334.0				I		By Neil H. Blumenthal 2011 Family Trust	
0001104659-25-118498	2002196	Class B Common Stock			F6, F5				F6, F5		F6, F5	Class A Common Stock		200000.0				200000.0				I		By Tiffany Blue Gemini Trust	
0001104659-25-118498	2002195	Class B Common Stock			F6, F5				F6, F5		F6, F5	Class A Common Stock		200000.0				200000.0				I		By Royal Blue Aries Trust	
0000091440-25-000097	2002209	Restricted Stock Units			F9			09-FEB-2026	F10	09-FEB-2026	F10	Common Stock		556.0				556.0				D			
0000091440-25-000097	2002215	Deferred Stock Units			F9				F14		F14	Common Stock		963.63	F15			963.63	F15			D			
0000091440-25-000097	2002207	Stock Option (Right to Buy)		269.0				15-FEB-2025	F8	15-FEB-2034		Common Stock		2670.0				2670.0				D			
0000091440-25-000097	2002206	Stock Option (Right to Buy)		249.26				09-FEB-2024	F8	09-FEB-2033		Common Stock		2433.0				2433.0				D			
0000091440-25-000097	2002208	Stock Option (Right to Buy)		339.73				13-FEB-2026	F8	13-FEB-2035		Common Stock		2076.0				2076.0				D			
0000091440-25-000097	2002214	Performance Units			F9				F13		F13	Common Stock		971.0				971.0				D			
0000091440-25-000097	2002213	Performance Units			F9				F12		F12	Common Stock		1152.0				1152.0				D			
0000091440-25-000097	2002212	Performance Units			F9				F11		F11	Common Stock		1111.0				1111.0				D			
0000091440-25-000097	2002211	Restricted Stock Units			F9			13-FEB-2028	F10	13-FEB-2028	F10	Common Stock		485.0				485.0				D			
0000091440-25-000097	2002210	Restricted Stock Units			F9			15-FEB-2027	F10	15-FEB-2027	F10	Common Stock		576.0				576.0				D			
0000091440-25-000097	2002202	Stock Option (Right to Buy)		155.92					F6	14-FEB-2029		Common Stock		4500.0				4500.0				D			
0000091440-25-000097	2002203	Stock Option (Right to Buy)		155.34					F6	13-FEB-2030		Common Stock		4700.0				4700.0				D			
0000091440-25-000097	2002204	Stock Option (Right to Buy)		189.89					F6	11-FEB-2031		Common Stock		2815.0				2815.0				D			
0000091440-25-000097	2002205	Stock Option (Right to Buy)		211.67					F6	10-FEB-2032		Common Stock		2941.0				2941.0				D			
0000091440-25-000096	2002239	Restricted Stock Units			F5			09-FEB-2026	F6	09-FEB-2026	F6	Common Stock		1793.0				1793.0				D			
0000091440-25-000096	2002229	Stock Option (Right to Buy)		138.03					F3	11-FEB-2026		Common Stock		10000.0				10000.0				D			
0000091440-25-000096	2002241	Restricted Stock Units			F5			13-FEB-2028	F6	13-FEB-2028	F6	Common Stock		1249.0				1249.0				D			
0000091440-25-000096	2002242	Performance Units			F5				F7		F7	Common Stock		3586.0				3586.0				D			
0000091440-25-000096	2002243	Performance Units			F5				F8		F8	Common Stock		3065.0				3065.0				D			
0000091440-25-000096	2002244	Performance Units			F5				F9		F9	Common Stock		2498.0				2498.0				D			
0000091440-25-000096	2002238	Stock Option (Right to Buy)		339.73				13-FEB-2026	F4	13-FEB-2035		Common Stock		5342.0				5342.0				D			
0000091440-25-000096	2002237	Stock Option (Right to Buy)		269.0				15-FEB-2025	F4	15-FEB-2034		Common Stock		7106.0				7106.0				D			
0000091440-25-000096	2002236	Stock Option (Right to Buy)		249.26				09-FEB-2024	F4	09-FEB-2033		Common Stock		7850.0				7850.0				D			
0000091440-25-000096	2002235	Stock Option (Right to Buy)		211.67					F3	10-FEB-2032		Common Stock		11252.0				11252.0				D			
0000091440-25-000096	2002234	Stock Option (Right to Buy)		189.89					F3	11-FEB-2031		Common Stock		14986.0				14986.0				D			
0000091440-25-000096	2002233	Stock Option (Right to Buy)		155.34					F3	13-FEB-2030		Common Stock		23500.0				23500.0				D			
0000091440-25-000096	2002232	Stock Option (Right to Buy)		155.92					F3	14-FEB-2029		Common Stock		23500.0				23500.0				D			
0000091440-25-000096	2002231	Stock Option (Right to Buy)		161.18					F3	15-FEB-2028		Common Stock		26052.0				26052.0				D			
0000091440-25-000096	2002230	Stock Option (Right to Buy)		168.7					F3	09-FEB-2027		Common Stock		36000.0				36000.0				D			
0000091440-25-000096	2002240	Restricted Stock Units			F5			15-FEB-2027	F6	15-FEB-2027	F6	Common Stock		1533.0				1533.0				D			
0000091440-25-000095	2002271	Stock Option (Right to Buy)		211.67					F3	10-FEB-2032		Common Stock		3823.0				3823.0				D			
0000091440-25-000095	2002272	Stock Option (Right to Buy)		249.26				09-FEB-2024	F4	09-FEB-2033		Common Stock		7928.0				7928.0				D			
0000091440-25-000095	2002273	Stock Option (Right to Buy)		269.0				15-FEB-2025	F4	15-FEB-2034		Common Stock		7106.0				7106.0				D			
0000091440-25-000095	2002274	Stock Option (Right to Buy)		339.73				13-FEB-2026	F4	13-FEB-2035		Common Stock		5342.0				5342.0				D			
0000091440-25-000095	2002275	Restricted Stock Units			F5			09-FEB-2026	F6	09-FEB-2026	F6	Common Stock		1811.0				1811.0				D			
0000091440-25-000095	2002276	Restricted Stock Units			F5			15-FEB-2027	F6	15-FEB-2027	F6	Common Stock		1533.0				1533.0				D			
0000091440-25-000095	2002277	Restricted Stock Units			F5			13-FEB-2028	F6	13-FEB-2028	F6	Common Stock		1249.0				1249.0				D			
0000091440-25-000095	2002278	Performance Units			F5				F7		F7	Common Stock		3621.0				3621.0				D			
0000091440-25-000095	2002279	Performance Units			F5				F8		F8	Common Stock		3065.0				3065.0				D			
0000091440-25-000095	2002280	Performance Units			F5				F9		F9	Common Stock		2498.0				2498.0				D			
0001791816-25-000015	2002248	Class B Common Stock			F4				F4		F4	Class A Common Stock		518874.0				518874.0				D			
0001791816-25-000015	2002247	Class B Common Stock			F4				F4		F4	Class A Common Stock		1721190.0				1721190.0				I		See footnote	F3
0001585521-25-000204	2002282	Restricted Stock Units			F10				F12		F12	Class A Common Stock		90518.0				90518.0				D			
0001585521-25-000204	2002281	Restricted Stock Units			F10				F11		F11	Class A Common Stock		114844.0				114844.0				D			
0001903776-25-000007	2002260	Phantom Stock			F2				F3		F4	Common Stock		100.07				100.07				D			
0001193125-25-308030	2002253	Restricted Stock Units			F3			01-MAY-2024		01-MAR-2027		Restricted Stock Units		29168.0				29168.0				D			
0001193125-25-308030	2002252	Restricted Stock Units			F2			01-MAR-2023		01-MAR-2026		Restricted Stock Units		7555.0				7555.0				D			
0001193125-25-308026	2002227	Restricted Stock Units			F2			01-MAR-2024		01-MAR-2026		Restricted Stock Units		5653.0				5653.0				D			
0001437749-25-036888	2002201	Employee Stock Options		16.37				08-JUN-2017		08-DEC-2026		Common Stock		0.0				4500.0				D			
0001466026-25-000080	2002283	Restricted Stock Unit			F1				F1		F1	Common Stock		13126.31				13126.31				D			
0001466026-25-000078	2002262	Restricted Stock Unit			F4				F4		F4	Common Stock		9879.11				9879.11				D			
0001466026-25-000076	2002245	Option (right to buy)		28.59				16-NOV-2017		16-NOV-2026		Common Stock		1198.0								D			
0001466026-25-000076	2002246	Option (right to buy)		28.43				31-OCT-2023		31-OCT-2032		Common Stock		5678.0								D			
0001437749-25-036872	2002255	Stock Options		6.57				25-AUG-2021		25-AUG-2030		Common Stock		7000.0	F2			7000.0	F2			D			
0001566345-25-000008	2002263	Performance Restricted Share Units			F2				F3		F3	Common Stock		12400.0				12400.0				D			
0001566345-25-000008	2002265	Performance Restricted Share Units			F2				F5		F5	Common Stock		18990.0				18990.0				D			
0001566345-25-000008	2002267	Restricted Stock Units			F2				F7		F7	Common Stock		4667.0				4667.0				D			
0001566345-25-000008	2002269	Employee Stock Option (right to buy)		19.31					F9	15-DEC-2026		Common Stock		79400.0				79400.0				D			
0001566345-25-000008	2002268	Employee Stock Option (right to buy)		14.74					F8	05-JAN-2028		Common Stock		187500.0				187500.0				D			
0001566345-25-000008	2002264	Restricted Stock Units			F2				F4		F4	Common Stock		15900.0				15900.0				D			
0001566345-25-000008	2002266	Restricted Stock Units			F2				F6		F6	Common Stock		9467.0				9467.0				D			
0001566345-25-000008	2002270	Employee Stock Option (right to buy)		19.06					F10	17-DEC-2025		Common Stock		49200.0				49200.0				D			
0001178913-25-004006	2002015	Warrant to purchase common stock		10.35				29-MAR-2021		31-MAR-2026		Common Stock		432099.0				432099.0	F4			I		By More Provident Funds & Pension Ltd.	
0001493152-25-026052	2001978	Common Units			F3, F2				F3, F2		F3, F2	Class A Common Stock		78163078.0				78163078.0				D			
0002098052-25-000005	2001979	Restricted Stock Units			F1				F2		F2	Common Stock		1218.0				1218.0				D			
0001961065-25-000003	2002059	Restricted Stock Units			F1				F2		F2	Common Stock		2114.0				2114.0				D			
0001628280-25-055183	2002078	Class B Common Stock			F3				F3		F3	Class A Common Stock		2886917.0				2886917.0				I		See footnote	F5
0001213900-25-117968	2001973	Class B Ordinary Shares			F1				F1		F1	Class A Ordinary Shares		25000.0								I		See footnote	F2
0001213900-25-117967	2002048	Class B Ordinary Shares			F1				F1		F1	Class A Ordinary Shares		25000.0								D			
0001213900-25-117966	2002164	Class B Ordinary Shares			F1				F1		F1	Class A Ordinary Shares		25000.0								D			
0001213900-25-117965	2002075	Class B Ordinary Shares			F1				F1		F1	Class A Ordinary Shares		25000.0								D			
0001213900-25-117964	2002178	Class B Ordinary Shares			F1				F1		F1	Class A Ordinary Shares		25000.0								D			
0001213900-25-117963	2002194	Class B Ordinary Shares			F1				F1		F1	Class A Ordinary Shares		7541667.0								D	F2		
0001734563-25-000013	2002050	Class B Common Stock			F8				F8		F8	Class A Common Stock		500500.0				500500.0				I		See footnote	F9
0001734563-25-000013	2002049	Class B Common Stock			F8				F8		F8	Class A Common Stock		7608764.0				7608764.0				I		See Footnote	F6
0001628280-25-055150	2002055	Restricted Stock Units			F4				F5		F5	Common Stock, par value $0.001 per share		1031249.0				1031249.0				D			
0000065984-25-000184	2002058	Employee Stock Option (Right to Buy)		82.79					F3	06-FEB-2035		Common Stock		3077.0								D			
0000065984-25-000184	2002057	Employee Stock Option (Right to Buy)		54.24					F2	26-JAN-2033		Common Stock		5140.0								D			
0000065984-25-000184	2002056	Employee Stock Option (Right to Buy)		49.54					F1	25-JAN-2034		Common Stock		6012.0								D			
0001628280-25-055121	2002072	Restricted Stock Unit		0.0					F15		F5	Common Stock		84317.0				84317.0				D			
0001628280-25-055121	2002070	Restricted Stock Unit		0.0				13-JAN-2026			F5	Common Stock		59382.0				59382.0				D			
0001628280-25-055121	2002071	Stock Option  (Right to Buy)		13.05	F13				F14	21-FEB-2035		Common Stock		143266.0				143266.0				D			
0001628280-25-055121	2002074	Restricted Stock Unit		0.0					F18		F5	Common Stock		52687.0				52687.0				D			
0001628280-25-055121	2002073	Stock Option  (Right to Buy)		10.44	F16				F17	01-APR-2035		Common Stock		94518.0				94518.0				D			
0001628280-25-055121	2002069	Performance Stock Unit		0.0				02-MAY-2027	F12		F5	Common Stock		17908.0				17908.0				D			
0001628280-25-055121	2002068	Restricted Stock Unit		0.0					F11		F5	Common Stock		17908.0				17908.0				D			
0001628280-25-055121	2002067	Stock Option  (Right to Buy)		13.96					F10	02-MAY-2034		Common Stock		29976.0				29976.0				D			
0001628280-25-055121	2002066	Performance Stock Unit		0.0				23-FEB-2027	F9		F5	Common Stock		25330.0				25330.0				D			
0001628280-25-055121	2002065	Restricted Stock Unit		0.0					F8		F5	Common Stock		16886.0				16886.0				D			
0001628280-25-055121	2002064	Stock Option  (Right to Buy)		16.45					F7	23-FEB-2034		Common Stock		42344.0				42344.0				D			
0001628280-25-055121	2002063	Restricted Stock Unit		0.0					F6		F5	Common Stock		9613.0				9613.0				D			
0001628280-25-055121	2002062	Performance Stock Unit		0.0				11-MAY-2026	F4		F5	Common Stock		21204.0				21204.0				D			
0001628280-25-055121	2002061	Stock Option (Right to Buy)		19.65					F3	11-MAY-2030		Common Stock		53969.0				53969.0				D			
0001628280-25-055121	2002060	Stock Option (Right to Buy)		11.21					F2	01-DEC-2029		Common Stock		166113.0				166113.0				D			
0002098052-25-000003	2002047	Restricted Stock Units			F2				F1		F1	Common Stock		1218.0								D			
0001352618-25-000009	2001991	Restricted Stock Unit Grant			F2				F13	01-JAN-2029		Common Stock		63050.0				63050.0				D			
0001352618-25-000009	2002010	Stock Option Grant		23.78					F9	30-OCT-2034		Common Stock		53550.0				53550.0				D			
0001352618-25-000009	2002011	Stock Option Grant		23.78					F3	30-OCT-2034		Common Stock		53550.0				53550.0				D			
0001352618-25-000009	2002012	Stock Option Grant		25.87					F18	29-OCT-2035		Common Stock		71550.0				71550.0				D			
0001352618-25-000009	2002013	Stock Option Grant		25.87					F3	29-OCT-2035		Common Stock		71550.0				71550.0				D			
0001352618-25-000009	2002014	Stock Option Grant		10.41					F20	01-DEC-2030		Common Stock		120692.0				120692.0				D			
0001352618-25-000009	2001989	Restricted Stock Unit Grant			F2				F16	01-JAN-2027		Common Stock		34160.0				34160.0				D			
0001352618-25-000009	2001988	Restricted Stock Unit Grant			F2				F15	01-JAN-2026		Common Stock		15700.0				15700.0				D			
0001352618-25-000009	2002003	Stock Option Grant		10.41					F3	01-DEC-2030		Common Stock		131950.0				131950.0				D			
0001352618-25-000009	2002004	Stock Option Grant		24.42					F3	07-DEC-2031		Common Stock		56615.0				56615.0				D			
0001352618-25-000009	2002005	Stock Option Grant		24.42					F4	07-DEC-2031		Common Stock		56615.0				56615.0				D			
0001352618-25-000009	2002006	Stock Option Grant		15.4					F3	23-DEC-2032		Common Stock		53125.0				53125.0				D			
0001352618-25-000009	2002007	Stock Option Grant		15.4					F11	23-DEC-2032		Common Stock		53125.0				53125.0				D			
0001352618-25-000009	2001990	Restricted Stock Unit Grant			F2				F17	01-JAN-2028		Common Stock		46226.0				46226.0				D			
0001352618-25-000009	2002002	Stock Option Grant		7.36					F10	03-DEC-2029		Common Stock		124401.0				124401.0				D			
0001352618-25-000009	2002001	Stock Option Grant		7.36					F3	03-DEC-2029		Common Stock		139900.0				139900.0				D			
0001352618-25-000009	2002000	Stock Option Grant		6.72					F8	04-DEC-2028		Common Stock		105247.0				105247.0				D			
0001352618-25-000009	2001999	Stock Option Grant		6.72					F3	04-DEC-2028		Common Stock		124200.0				124200.0				D			
0001352618-25-000009	2001998	Stock Option Grant		4.92					F7	11-DEC-2027		Common Stock		68938.0				68938.0				D			
0001352618-25-000009	2001997	Stock Option Grant		9.13					F3	03-MAR-2027		Common Stock		27360.0				27360.0				D			
0001352618-25-000009	2001996	Stock Option Grant		9.13					F6	03-MAR-2027		Common Stock		38000.0				38000.0				D			
0001352618-25-000009	2001995	Restricted Stock Unit Grant			F2				F5	01-JAN-2030		Common Stock		80550.0				80550.0				D			
0001352618-25-000009	2001994	Restricted Stock Unit Grant			F2				F5	01-JAN-2029		Common Stock		63050.0				63050.0				D			
0001352618-25-000009	2001993	Restricted Stock Unit Grant			F2				F5	01-JAN-2026		Common Stock		37680.0				37680.0				D			
0001352618-25-000009	2001992	Restricted Stock Unit Grant			F2				F19	01-JAN-2030		Common Stock		80550.0				80550.0				D			
0001352618-25-000009	2002008	Stock Option Grant		19.04					F3	22-DEC-2033		Common Stock		50170.0				50170.0				D			
0001352618-25-000009	2002009	Stock Option Grant		19.04					F12	22-DEC-2033		Common Stock		50170.0				50170.0				D			
0001628280-25-055116	2002170	Performance Stock Units			F7				F7		F7	Common Stock		9608.0				9608.0	F2			D			
0001628280-25-055116	2002171	Restricted Stock Units			F5				F8		F8	Common Stock		2135.0				2135.0	F2			D			
0001628280-25-055116	2002172	Performance Stock Units			F9				F9		F9	Common Stock		6288.0				6288.0	F2			D			
0001628280-25-055116	2002173	Restricted Stock Units			F5				F10		F10	Common Stock		2795.0				2795.0	F2			D			
0001628280-25-055116	2002174	Performance Stock Units			F11				F11		F11	Common Stock		5739.0				5739.0	F2			D			
0001628280-25-055116	2002175	Restricted Stock Units			F5				F12		F12	Common Stock		3827.0				3827.0	F2			D			
0001628280-25-055116	2002176	Performance Stock Units			F13				F13		F13	Common Stock		39086.0				39086.0	F2			D			
0001628280-25-055116	2002177	Restricted Stock Units			F5				F12		F12	Common Stock		26057.0				26057.0	F2			D			
